iteration,milestone,datasplit,mse
500,1,Train,0.6418154835700989
500,1,Validation,0.643904983997345
1000,2,Train,0.7136015295982361
1000,2,Validation,0.7107923626899719
1500,3,Train,0.7957936525344849
1500,3,Validation,0.7968873977661133
2000,4,Train,0.9037825465202332
2000,4,Validation,0.9074152708053589
2500,5,Train,0.8928816318511963
2500,5,Validation,0.8890348076820374
3000,6,Train,0.6517432332038879
3000,6,Validation,0.6529346108436584
3500,7,Train,0.3824085295200348
3500,7,Validation,0.3802841603755951
4000,8,Train,0.2125980257987976
4000,8,Validation,0.2113468050956726
4500,9,Train,0.12305870652198792
4500,9,Validation,0.1234884262084961
5000,10,Train,0.08347120136022568
5000,10,Validation,0.08333675563335419
5500,11,Train,0.06417740881443024
5500,11,Validation,0.06431172043085098
6000,12,Train,0.05716220289468765
6000,12,Validation,0.05711665749549866
6500,13,Train,0.054753322154283524
6500,13,Validation,0.05495418235659599
7000,14,Train,0.06128883361816406
7000,14,Validation,0.06139907240867615
7500,15,Train,0.06329306215047836
7500,15,Validation,0.06362459808588028
8000,16,Train,0.053895942866802216
8000,16,Validation,0.054008662700653076
8500,17,Train,0.04291090369224548
8500,17,Validation,0.04303883761167526
9000,18,Train,0.037642162293195724
9000,18,Validation,0.03761371597647667
9500,19,Train,0.03546268865466118
9500,19,Validation,0.03548307716846466
10000,20,Train,0.034226056188344955
10000,20,Validation,0.03406862914562225
10500,21,Train,0.03325424715876579
10500,21,Validation,0.033115990459918976
11000,22,Train,0.03339942917227745
11000,22,Validation,0.03337853029370308
11500,23,Train,0.03502689301967621
11500,23,Validation,0.03507556766271591
12000,24,Train,0.035865359008312225
12000,24,Validation,0.03577436879277229
12500,25,Train,0.03401252627372742
12500,25,Validation,0.03390692546963692
13000,26,Train,0.03325556218624115
13000,26,Validation,0.03317659720778465
13500,27,Train,0.03254513069987297
13500,27,Validation,0.03233122080564499
14000,28,Train,0.031864430755376816
14000,28,Validation,0.03161754831671715
14500,29,Train,0.031156476587057114
14500,29,Validation,0.031007925048470497
15000,30,Train,0.030747849494218826
15000,30,Validation,0.030565252527594566
15500,31,Train,0.030789010226726532
15500,31,Validation,0.030677776783704758
16000,32,Train,0.030864235013723373
16000,32,Validation,0.030743401497602463
16500,33,Train,0.030618399381637573
16500,33,Validation,0.030799785628914833
17000,34,Train,0.030065171420574188
17000,34,Validation,0.03024381399154663
17500,35,Train,0.02965480275452137
17500,35,Validation,0.029534021392464638
18000,36,Train,0.029349034652113914
18000,36,Validation,0.029020529240369797
18500,37,Train,0.02725045196712017
18500,37,Validation,0.02709013782441616
19000,38,Train,0.02703925594687462
19000,38,Validation,0.026854505762457848
19500,39,Train,0.02739631198346615
19500,39,Validation,0.027348702773451805
20000,40,Train,0.027894049882888794
20000,40,Validation,0.027590742334723473
20500,41,Train,0.029500428587198257
20500,41,Validation,0.029317526146769524
21000,42,Train,0.03111930750310421
21000,42,Validation,0.031123029068112373
21500,43,Train,0.04173357039690018
21500,43,Validation,0.041915107518434525
22000,44,Train,0.04450711980462074
22000,44,Validation,0.04430346563458443
22500,45,Train,0.0448930487036705
22500,45,Validation,0.04494914412498474
23000,46,Train,0.04352850466966629
23000,46,Validation,0.04363536834716797
23500,47,Train,0.04240397363901138
23500,47,Validation,0.042403049767017365
24000,48,Train,0.04205559939146042
24000,48,Validation,0.04202399030327797
24500,49,Train,0.0421050526201725
24500,49,Validation,0.04194154217839241
25000,50,Train,0.043501537293195724
25000,50,Validation,0.04310968518257141
25500,51,Train,0.043499018996953964
25500,51,Validation,0.043479859828948975
26000,52,Train,0.04470353201031685
26000,52,Validation,0.04482869431376457
26500,53,Train,0.04726496711373329
26500,53,Validation,0.04732310771942139
27000,54,Train,0.050236981362104416
27000,54,Validation,0.05045972764492035
27500,55,Train,0.05097641795873642
27500,55,Validation,0.05097595974802971
28000,56,Train,0.052051905542612076
28000,56,Validation,0.05208205431699753
28500,57,Train,0.05520560219883919
28500,57,Validation,0.05535202473402023
29000,58,Train,0.05696617811918259
29000,58,Validation,0.057121049612760544
29500,59,Train,0.05820736661553383
29500,59,Validation,0.058140408247709274
30000,60,Train,0.05847588926553726
30000,60,Validation,0.05847974494099617
30500,61,Train,0.05866997689008713
30500,61,Validation,0.058657627552747726
31000,62,Train,0.05659452825784683
31000,62,Validation,0.05690554156899452
31500,63,Train,0.05421318858861923
31500,63,Validation,0.05440764129161835
32000,64,Train,0.0531260184943676
32000,64,Validation,0.05326666310429573
32500,65,Train,0.05218072235584259
32500,65,Validation,0.052492305636405945
33000,66,Train,0.05285310745239258
33000,66,Validation,0.05278889462351799
33500,67,Train,0.05371885001659393
33500,67,Validation,0.053694695234298706
34000,68,Train,0.0517381951212883
34000,68,Validation,0.05204436182975769
34500,69,Train,0.05223705992102623
34500,69,Validation,0.052527718245983124
35000,70,Train,0.05189630016684532
35000,70,Validation,0.0522848479449749
35500,71,Train,0.051462382078170776
35500,71,Validation,0.05163884162902832
36000,72,Train,0.051449622958898544
36000,72,Validation,0.05145660415291786
36500,73,Train,0.05062064528465271
36500,73,Validation,0.05053894594311714
37000,74,Train,0.04976223036646843
37000,74,Validation,0.049811821430921555
37500,75,Train,0.04810120165348053
37500,75,Validation,0.048127684742212296
38000,76,Train,0.04658610373735428
38000,76,Validation,0.046356771141290665
