iteration,milestone,datasplit,mse
1,1,Train,3.0558385848999023
1,1,Validation,3.0480563640594482
2,2,Train,3.052698850631714
2,2,Validation,3.0481083393096924
3,3,Train,3.050438165664673
3,3,Validation,3.0471296310424805
4,4,Train,3.0550975799560547
4,4,Validation,3.0482089519500732
5,5,Train,3.0493602752685547
5,5,Validation,3.04840087890625
6,6,Train,3.053072690963745
6,6,Validation,3.04599666595459
7,7,Train,3.049708604812622
7,7,Validation,3.0471770763397217
8,8,Train,3.0484652519226074
8,8,Validation,3.0480785369873047
9,9,Train,3.047063112258911
9,9,Validation,3.0463027954101562
10,10,Train,3.0374598503112793
10,10,Validation,3.04839825630188
11,11,Train,3.4776384830474854
11,11,Validation,3.469893455505371
12,12,Train,3.4836511611938477
12,12,Validation,3.4701123237609863
13,13,Train,3.4805281162261963
13,13,Validation,3.470771551132202
14,14,Train,3.478306293487549
14,14,Validation,3.469843626022339
15,15,Train,3.48048996925354
15,15,Validation,3.470625638961792
16,16,Train,3.475903034210205
16,16,Validation,3.469994068145752
17,17,Train,3.487844228744507
17,17,Validation,3.470804452896118
18,18,Train,3.4868364334106445
18,18,Validation,3.469637870788574
19,19,Train,3.4895436763763428
19,19,Validation,3.4695632457733154
20,20,Train,3.4902806282043457
20,20,Validation,3.4698023796081543
21,21,Train,3.531398296356201
21,21,Validation,3.507890224456787
22,22,Train,3.5311665534973145
22,22,Validation,3.507847309112549
23,23,Train,3.531193256378174
23,23,Validation,3.507722854614258
24,24,Train,3.5313169956207275
24,24,Validation,3.5078399181365967
25,25,Train,3.502347230911255
25,25,Validation,3.5077085494995117
26,26,Train,3.5037291049957275
26,26,Validation,3.5076398849487305
27,27,Train,3.503835439682007
27,27,Validation,3.5078983306884766
28,28,Train,3.503384828567505
28,28,Validation,3.5078094005584717
29,29,Train,3.5039305686950684
29,29,Validation,3.508084535598755
30,30,Train,3.503139019012451
30,30,Validation,3.5076963901519775
31,31,Train,1.2988487482070923
31,31,Validation,1.324289321899414
32,32,Train,1.2987972497940063
32,32,Validation,1.3243135213851929
33,33,Train,1.3008352518081665
33,33,Validation,1.3242732286453247
34,34,Train,1.3009707927703857
34,34,Validation,1.3243162631988525
35,35,Train,1.3008636236190796
35,35,Validation,1.3243093490600586
36,36,Train,1.3008618354797363
36,36,Validation,1.3242954015731812
37,37,Train,1.3010220527648926
37,37,Validation,1.324307918548584
38,38,Train,1.3008999824523926
38,38,Validation,1.3242865800857544
39,39,Train,1.3009203672409058
39,39,Validation,1.3242946863174438
40,40,Train,1.3009475469589233
40,40,Validation,1.3242862224578857
41,41,Train,0.7348522543907166
41,41,Validation,0.7493931651115417
42,42,Train,0.7348522543907166
42,42,Validation,0.7493931651115417
43,43,Train,0.7348522543907166
43,43,Validation,0.7493931651115417
44,44,Train,0.7348523736000061
44,44,Validation,0.7493931651115417
45,45,Train,0.7348522543907166
45,45,Validation,0.7493931651115417
46,46,Train,0.7348522543907166
46,46,Validation,0.7493931651115417
47,47,Train,0.7348522543907166
47,47,Validation,0.7493931651115417
48,48,Train,0.7348522543907166
48,48,Validation,0.7493931651115417
49,49,Train,0.7174704074859619
49,49,Validation,0.7493931651115417
50,50,Train,0.7174704074859619
50,50,Validation,0.7493931651115417
51,51,Train,0.5831996202468872
51,51,Validation,0.6244924664497375
52,52,Train,0.5831996202468872
52,52,Validation,0.6244924664497375
53,53,Train,0.5831996202468872
53,53,Validation,0.6244924664497375
