iteration,milestone,datasplit,mse
1,1,training_mse,3.466341495513916
1,1,Validation,3.4668517112731934
1,1,Validation,3.4730064868927
1,1,Validation,3.466520309448242
1,1,Validation,3.467212677001953
1,1,Validation,3.4705779552459717
1,1,Validation,3.466606378555298
1,1,Validation,3.4723942279815674
1,1,Validation,3.4725329875946045
1,1,Validation,3.473504066467285
1,1,Validation,3.470705509185791
1,1,Validation,3.4682652950286865
1,1,Validation,3.4690775871276855
1,1,Validation,3.4742302894592285
1,1,Validation,3.4684972763061523
1,1,Validation,3.4725193977355957
1,1,Validation,3.474271774291992
1,1,Validation,3.472954034805298
1,1,Validation,3.471452236175537
1,1,Validation,3.4763543605804443
1,1,Validation,3.470963716506958
1,1,Validation,3.4776134490966797
1,1,Validation,3.4711451530456543
2,2,training_mse,3.464364528656006
2,2,Validation,3.468876838684082
2,2,Validation,3.466581344604492
2,2,Validation,3.4673030376434326
2,2,Validation,3.4713377952575684
2,2,Validation,3.47098970413208
2,2,Validation,3.470515251159668
2,2,Validation,3.4651734828948975
2,2,Validation,3.4710376262664795
2,2,Validation,3.4705564975738525
2,2,Validation,3.473191261291504
2,2,Validation,3.4710092544555664
2,2,Validation,3.4751296043395996
2,2,Validation,3.471057415008545
2,2,Validation,3.4688963890075684
2,2,Validation,3.4697768688201904
2,2,Validation,3.472343683242798
2,2,Validation,3.4741737842559814
2,2,Validation,3.4726390838623047
2,2,Validation,3.472878932952881
2,2,Validation,3.474109649658203
2,2,Validation,3.4713995456695557
2,2,Validation,3.4716756343841553
3,3,training_mse,3.468614101409912
3,3,Validation,3.4678704738616943
3,3,Validation,3.4688916206359863
3,3,Validation,3.467360258102417
3,3,Validation,3.4705235958099365
3,3,Validation,3.4696483612060547
3,3,Validation,3.468548536300659
3,3,Validation,3.473430633544922
3,3,Validation,3.4672820568084717
3,3,Validation,3.4731504917144775
3,3,Validation,3.468453884124756
3,3,Validation,3.466609477996826
3,3,Validation,3.473222017288208
3,3,Validation,3.4703800678253174
3,3,Validation,3.47200870513916
3,3,Validation,3.475879669189453
3,3,Validation,3.471693277359009
3,3,Validation,3.4728734493255615
3,3,Validation,3.4721758365631104
3,3,Validation,3.4761271476745605
3,3,Validation,3.4745635986328125
3,3,Validation,3.4704484939575195
3,3,Validation,3.4734432697296143
4,4,training_mse,3.4669158458709717
4,4,Validation,3.467909097671509
4,4,Validation,3.467118978500366
4,4,Validation,3.467050790786743
4,4,Validation,3.4724719524383545
4,4,Validation,3.470644950866699
4,4,Validation,3.4678196907043457
4,4,Validation,3.471439838409424
4,4,Validation,3.4700708389282227
4,4,Validation,3.471222400665283
4,4,Validation,3.4730143547058105
4,4,Validation,3.4695396423339844
4,4,Validation,3.470531463623047
4,4,Validation,3.469996929168701
4,4,Validation,3.471437931060791
4,4,Validation,3.4736123085021973
4,4,Validation,3.4705398082733154
4,4,Validation,3.473759174346924
4,4,Validation,3.475802421569824
4,4,Validation,3.474513530731201
4,4,Validation,3.4730782508850098
4,4,Validation,3.475808620452881
4,4,Validation,3.4724552631378174
5,5,training_mse,3.466017961502075
5,5,Validation,3.471419095993042
5,5,Validation,3.465365409851074
5,5,Validation,3.470040798187256
5,5,Validation,3.470534563064575
5,5,Validation,3.469550132751465
5,5,Validation,3.4694530963897705
5,5,Validation,3.4677069187164307
5,5,Validation,3.4672889709472656
5,5,Validation,3.4737234115600586
5,5,Validation,3.4730894565582275
5,5,Validation,3.4700937271118164
5,5,Validation,3.472842216491699
5,5,Validation,3.470968008041382
5,5,Validation,3.4749574661254883
5,5,Validation,3.474670886993408
5,5,Validation,3.4706478118896484
